PROVIDER_ID,ORGANIZATION_ID,HOSPITAL_ID,HOSPITAL_NAME,NAME,SPECIALITY,GENDER
PRV000654,ORG0654,220074,SOUTHCOAST HOSPITALS GROUP,Angelika194 Cartwright189,GENERAL PRACTICE,F
PRV000655,ORG0655,220176,ST VINCENT HOSPITAL,Hattie299 Kuhlman484,GENERAL PRACTICE,F
PRV000656,ORG0656,220008,STURDY MEMORIAL HOSPITAL,Javier97 Collier206,GENERAL PRACTICE,M
PRV000657,ORG0657,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,Lindsey52 Crona259,GENERAL PRACTICE,M
PRV000658,ORG0658,224001,TAUNTON STATE HOSPITAL,Rosalie939 Pfannerstill264,GENERAL PRACTICE,F
PRV000659,ORG0659,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,Clemente531 Guevara385,GENERAL PRACTICE,M
PRV000660,ORG0660,220116,TUFTS MEDICAL CENTER,Chassidy418 Heathcote539,GENERAL PRACTICE,F
PRV000661,ORG0661,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,Gene733 Ratke343,GENERAL PRACTICE,M
PRV000662,ORG0662,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,Sasha806 D'Amore443,GENERAL PRACTICE,F
PRV000663,ORG0663,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,Elijah719 Boyle917,GENERAL PRACTICE,M
PRV000664,ORG0664,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,Sanjuana985 Cruickshank494,GENERAL PRACTICE,F
PRV000665,ORG0665,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,Linn541 Lynch190,GENERAL PRACTICE,F
PRV000666,ORG0666,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,Xochitl483 Haley279,GENERAL PRACTICE,F
PRV000667,ORG0667,224038,"WALDEN BEHAVIORAL CARE, LLC",Eugene421 Rohan584,GENERAL PRACTICE,F
PRV000668,ORG0668,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,Mohammed454 Cartwright189,GENERAL PRACTICE,M
PRV000669,ORG0669,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,Emilio417 Barton704,GENERAL PRACTICE,M
PRV000670,ORG0670,224039,WHITTIER PAVILION,Sid118 Hammes673,GENERAL PRACTICE,M
PRV000671,ORG0671,220105,WINCHESTER HOSPITAL,Carmelo33 Turner526,GENERAL PRACTICE,M
PRV000672,ORG0672,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,Corazon138 Bogan287,GENERAL PRACTICE,F
PRV000673,ORG0673,220062,ADCARE HOSPITAL OF WORCESTER INC,Janee223 Harvey63,GENERAL PRACTICE,F
PRV000674,ORG0674,220029,ANNA JAQUES HOSPITAL,Collin529 Johnson679,GENERAL PRACTICE,M
PRV000675,ORG0675,224013,ARBOUR HOSPITAL,Leopoldo762 Keebler762,GENERAL PRACTICE,M
PRV000676,ORG0676,224018,ARBOUR HUMAN RESOURCE INSTITUTE,Rayford811 Bashirian201,GENERAL PRACTICE,M
PRV000677,ORG0677,224021,ARBOUR-FULLER HOSPITAL,Brock407 VonRueden376,GENERAL PRACTICE,M
PRV000678,ORG0678,221303,ATHOL MEMORIAL HOSPITAL,Tomás404 Saucedo620,GENERAL PRACTICE,M
PRV000679,ORG0679,220016,BAYSTATE FRANKLIN MEDICAL CENTER,Clifton91 Veum823,GENERAL PRACTICE,M
PRV000680,ORG0680,220077,BAYSTATE MEDICAL CENTER,Ariel183 Boyer713,GENERAL PRACTICE,F
PRV000681,ORG0681,220065,BAYSTATE NOBLE HOSPITAL,Tynisha348 Bogisich202,GENERAL PRACTICE,F
PRV000682,ORG0682,220030,BAYSTATE WING HOSPITAL,Nicolasa738 Larkin917,GENERAL PRACTICE,F
PRV000683,ORG0683,22001F,BEDFORD VA MEDICAL CENTER,Víctor493 Ceballos171,GENERAL PRACTICE,M
PRV000684,ORG0684,220046,BERKSHIRE MEDICAL CENTER,Selma398 Beier427,GENERAL PRACTICE,F
PRV000685,ORG0685,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,Kayce253 Ondricka197,GENERAL PRACTICE,F
PRV000686,ORG0686,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,Paz9 Gerlach374,GENERAL PRACTICE,F
PRV000687,ORG0687,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,Christena299 Smith67,GENERAL PRACTICE,F
PRV000688,ORG0688,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,Refugio197 Crooks415,GENERAL PRACTICE,M
PRV000689,ORG0689,223302,BOSTON CHILDREN'S HOSPITAL,Thomasena108 Gutmann970,GENERAL PRACTICE,F
PRV000690,ORG0690,220031,BOSTON MEDICAL CENTER,Danita413 Becker968,GENERAL PRACTICE,F
PRV000691,ORG0691,220036,BOSTON MEDICAL CENTER-BRIGHTON,Steven797 Schulist381,GENERAL PRACTICE,M
PRV000692,ORG0692,224022,BOURNEWOOD HOSPITAL,Rob341 Larson43,GENERAL PRACTICE,M
PRV000693,ORG0693,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,Steve819 McGlynn426,GENERAL PRACTICE,M
PRV000694,ORG0694,220110,BRIGHAM AND WOMEN'S HOSPITAL,Cedrick207 Gleason633,GENERAL PRACTICE,M
PRV000695,ORG0695,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,Laverne101 Schumm995,GENERAL PRACTICE,F
PRV000696,ORG0696,220011,CAMBRIDGE HEALTH ALLIANCE,Elias404 Skiles927,GENERAL PRACTICE,M
PRV000697,ORG0697,224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,France571 Feil794,GENERAL PRACTICE,F
PRV000698,ORG0698,220012,CAPE COD HOSPITAL,Gisela897 Veum823,GENERAL PRACTICE,F
PRV000699,ORG0699,220017,CARNEY HOSPITAL,Vince741 Schmidt332,GENERAL PRACTICE,M
PRV000700,ORG0700,220015,"COOLEY DICKINSON HOSPITAL INC,THE",Sam879 Rippin620,GENERAL PRACTICE,F
PRV000701,ORG0701,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,Glynda607 Harvey63,GENERAL PRACTICE,F
PRV000702,ORG0702,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,Floy720 Greenfelder433,GENERAL PRACTICE,F
PRV000703,ORG0703,220084,EMERSON HOSPITAL -,Hank686 Schneider199,GENERAL PRACTICE,M
PRV000704,ORG0704,221302,FAIRVIEW HOSPITAL,Terrie907 Ratke343,GENERAL PRACTICE,F
PRV000705,ORG0705,220135,FALMOUTH HOSPITAL,Naoma512 Bashirian201,GENERAL PRACTICE,F
PRV000706,ORG0706,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,Madelaine318 Walker122,GENERAL PRACTICE,F
PRV000707,ORG0707,220111,GOOD SAMARITAN MEDICAL CENTER,Virgen207 Hyatt152,GENERAL PRACTICE,F
PRV000708,ORG0708,220095,HEYWOOD HOSPITAL -,Ellyn26 Windler79,GENERAL PRACTICE,F
PRV000709,ORG0709,220080,HOLY FAMILY HOSPITAL,Tracie996 Lesch175,GENERAL PRACTICE,F
PRV000710,ORG0710,220024,HOLYOKE MEDICAL CENTER,Jaqueline846 Lemke654,GENERAL PRACTICE,F
PRV000711,ORG0711,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,Jerrod232 Cormier289,GENERAL PRACTICE,M
PRV000712,ORG0712,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",Wade235 Toy286,GENERAL PRACTICE,M
PRV000713,ORG0713,220063,LOWELL GENERAL HOSPITAL,Dion244 Sanford861,GENERAL PRACTICE,M
PRV000714,ORG0714,221300,MARTHA'S VINEYARD HOSPITAL INC,Shayne60 Gutmann970,GENERAL PRACTICE,M
PRV000715,ORG0715,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,Phuong301 Wisozk929,GENERAL PRACTICE,F
PRV000716,ORG0716,220071,MASSACHUSETTS GENERAL HOSPITAL,Cora299 Pagac496,GENERAL PRACTICE,F
PRV000717,ORG0717,224007,MCLEAN HOSPITAL CORPORATION,Barrett790 Wolf938,GENERAL PRACTICE,M
PRV000718,ORG0718,220070,MELROSEWAKEFIELD HEALTHCARE,Luther918 Schroeder447,GENERAL PRACTICE,M
PRV000719,ORG0719,220066,MERCY MEDICAL CTR,Elise948 Smitham825,GENERAL PRACTICE,F
PRV000720,ORG0720,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,Brooks264 Williamson769,GENERAL PRACTICE,M
PRV000721,ORG0721,220175,METROWEST MEDICAL CENTER,Jung484 Lowe577,GENERAL PRACTICE,F
PRV000722,ORG0722,220090,MILFORD REGIONAL MEDICAL CENTER,Gerard367 Pouros728,GENERAL PRACTICE,M
PRV000723,ORG0723,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,Bea654 Schiller186,GENERAL PRACTICE,F
PRV000724,ORG0724,220002,MOUNT AUBURN HOSPITAL,Felicidad691 Luettgen772,GENERAL PRACTICE,F
PRV000725,ORG0725,220177,NANTUCKET COTTAGE HOSPITAL,Lonnie913 Mraz590,GENERAL PRACTICE,M
PRV000726,ORG0726,220098,NASHOBA VALLEY MEDICAL CENTER,Yesenia104 Wilderman619,GENERAL PRACTICE,F
PRV000727,ORG0727,220088,NEW ENGLAND BAPTIST HOSPITAL,Eufemia350 Casper496,GENERAL PRACTICE,F
PRV000728,ORG0728,220101,NEWTON-WELLESLEY HOSPITAL,Ellie521 Nicolas769,GENERAL PRACTICE,F
PRV000729,ORG0729,221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,Bernardo699 Apodaca347,GENERAL PRACTICE,M
PRV000730,ORG0730,220035,NORTH SHORE MEDICAL CENTER -,Tonja658 Goyette777,GENERAL PRACTICE,F
PRV000731,ORG0731,22009F,NORTHAMPTON VA MEDICAL CENTER,Guillermina633 Rivera179,GENERAL PRACTICE,F
PRV000732,ORG0732,220033,NORTHEAST HOSPITAL CORPORATION,Rosanna866 DuBuque211,GENERAL PRACTICE,F
PRV000733,ORG0733,220126,NORWOOD HOSPITAL,Domenic627 Toy286,GENERAL PRACTICE,M
PRV000734,ORG0734,220020,SAINT ANNE'S HOSPITAL,Marietta439 Schmeler639,GENERAL PRACTICE,F
PRV000735,ORG0735,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,Angele108 Bogan287,GENERAL PRACTICE,F
PRV000736,ORG0736,220100,SOUTH SHORE HOSPITAL,Nickolas58 Schumm995,GENERAL PRACTICE,M
PRV000737,ORG0737,224041,SOUTHCOAST BEHAVIORAL HEALTH,Ollie731 Bosco882,GENERAL PRACTICE,F
PRV000738,ORG0738,220074,SOUTHCOAST HOSPITALS GROUP,Drew592 Streich926,GENERAL PRACTICE,M
PRV000739,ORG0739,220176,ST VINCENT HOSPITAL,Harland508 Breitenberg711,GENERAL PRACTICE,M
PRV000740,ORG0740,220008,STURDY MEMORIAL HOSPITAL,Josephina269 Bechtelar572,GENERAL PRACTICE,F
PRV000741,ORG0741,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,Karry11 Tillman293,GENERAL PRACTICE,F
PRV000742,ORG0742,224001,TAUNTON STATE HOSPITAL,Kirk871 Hills818,GENERAL PRACTICE,M
PRV000743,ORG0743,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,Rolland302 Turcotte120,GENERAL PRACTICE,M
PRV000744,ORG0744,220116,TUFTS MEDICAL CENTER,Lacy523 White193,GENERAL PRACTICE,M
PRV000745,ORG0745,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,Malka46 Gerhold939,GENERAL PRACTICE,F
PRV000746,ORG0746,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,Jodie811 Hermann103,GENERAL PRACTICE,F
PRV000747,ORG0747,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,Jen355 Hintz995,GENERAL PRACTICE,F
PRV000748,ORG0748,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,Nikita578 Rogahn59,GENERAL PRACTICE,F
PRV000749,ORG0749,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,Sarai636 Howe413,GENERAL PRACTICE,F
PRV000750,ORG0750,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,Ernesto186 Davis923,GENERAL PRACTICE,M
PRV000751,ORG0751,224038,"WALDEN BEHAVIORAL CARE, LLC",Juan88 Hessel84,GENERAL PRACTICE,F
PRV000752,ORG0752,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,Enrique929 Lehner980,GENERAL PRACTICE,M
PRV000753,ORG0753,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,Murray856 Jacobs452,GENERAL PRACTICE,M
PRV000754,ORG0754,224039,WHITTIER PAVILION,Bernardo699 Barela183,GENERAL PRACTICE,M
PRV000755,ORG0755,220105,WINCHESTER HOSPITAL,Tamra871 Kerluke267,GENERAL PRACTICE,F
PRV000756,ORG0756,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,Jamey282 Carroll471,GENERAL PRACTICE,F
PRV000757,ORG0757,220062,ADCARE HOSPITAL OF WORCESTER INC,Daniel959 Wolff180,GENERAL PRACTICE,M
PRV000758,ORG0758,220029,ANNA JAQUES HOSPITAL,Devona405 Stamm704,GENERAL PRACTICE,F
PRV000759,ORG0759,224013,ARBOUR HOSPITAL,Augustus49 Robel940,GENERAL PRACTICE,M
PRV000760,ORG0760,224018,ARBOUR HUMAN RESOURCE INSTITUTE,Kati243 Ruecker817,GENERAL PRACTICE,F
PRV000761,ORG0761,224021,ARBOUR-FULLER HOSPITAL,Shizuko29 Hills818,GENERAL PRACTICE,F
PRV000762,ORG0762,221303,ATHOL MEMORIAL HOSPITAL,Chery887 Nicolas769,GENERAL PRACTICE,F
PRV000763,ORG0763,220016,BAYSTATE FRANKLIN MEDICAL CENTER,Lorette239 Hauck852,GENERAL PRACTICE,F
PRV000764,ORG0764,220077,BAYSTATE MEDICAL CENTER,Frederica279 Roberts511,GENERAL PRACTICE,F
PRV000765,ORG0765,220065,BAYSTATE NOBLE HOSPITAL,Zelda766 Schmitt836,GENERAL PRACTICE,F
PRV000766,ORG0766,220030,BAYSTATE WING HOSPITAL,Wilhemina814 Lesch175,GENERAL PRACTICE,F
PRV000767,ORG0767,22001F,BEDFORD VA MEDICAL CENTER,Caroline183 Lang846,GENERAL PRACTICE,F
PRV000768,ORG0768,220046,BERKSHIRE MEDICAL CENTER,Bernie827 Borer986,GENERAL PRACTICE,M
PRV000769,ORG0769,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,Lashawnda573 Schaefer657,GENERAL PRACTICE,F
PRV000770,ORG0770,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,Georgina806 Boyer713,GENERAL PRACTICE,F
PRV000771,ORG0771,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,Luther918 Jakubowski832,GENERAL PRACTICE,M
PRV000772,ORG0772,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,Laine739 Torphy630,GENERAL PRACTICE,F
PRV000773,ORG0773,223302,BOSTON CHILDREN'S HOSPITAL,Regenia619 Bosco882,GENERAL PRACTICE,F
PRV000774,ORG0774,220031,BOSTON MEDICAL CENTER,Elmer371 Gusikowski974,GENERAL PRACTICE,M
PRV000775,ORG0775,220036,BOSTON MEDICAL CENTER-BRIGHTON,Cindi877 Rowe323,GENERAL PRACTICE,F
PRV000776,ORG0776,224022,BOURNEWOOD HOSPITAL,Sallie654 Jast432,GENERAL PRACTICE,F
PRV000777,ORG0777,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,Danille883 Witting912,GENERAL PRACTICE,F
PRV000778,ORG0778,220110,BRIGHAM AND WOMEN'S HOSPITAL,Royce974 Goldner995,GENERAL PRACTICE,M
PRV000779,ORG0779,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,Peter292 Cartwright189,GENERAL PRACTICE,M
PRV000780,ORG0780,220011,CAMBRIDGE HEALTH ALLIANCE,Alla648 Towne435,GENERAL PRACTICE,F
PRV000781,ORG0781,224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,Ladawn167 Cremin516,GENERAL PRACTICE,F
PRV000782,ORG0782,220012,CAPE COD HOSPITAL,Aleshia311 Block661,GENERAL PRACTICE,F
PRV000783,ORG0783,220017,CARNEY HOSPITAL,Kyoko885 Price929,GENERAL PRACTICE,F
PRV000784,ORG0784,220015,"COOLEY DICKINSON HOSPITAL INC,THE",Boris111 Romaguera67,GENERAL PRACTICE,M
PRV000785,ORG0785,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,Kathi607 Hilpert278,GENERAL PRACTICE,F
PRV000786,ORG0786,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,Blanche121 Bailey598,GENERAL PRACTICE,F
PRV000787,ORG0787,220084,EMERSON HOSPITAL -,Edwin773 Schultz619,GENERAL PRACTICE,M
PRV000788,ORG0788,221302,FAIRVIEW HOSPITAL,Lincoln623 Block661,GENERAL PRACTICE,M
PRV000789,ORG0789,220135,FALMOUTH HOSPITAL,Toby274 Corkery305,GENERAL PRACTICE,F
PRV000790,ORG0790,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,Marchelle563 Lesch175,GENERAL PRACTICE,F
PRV000791,ORG0791,220111,GOOD SAMARITAN MEDICAL CENTER,Mitsuko474 Carter549,GENERAL PRACTICE,F
PRV000792,ORG0792,220095,HEYWOOD HOSPITAL -,Cleo27 Crooks415,GENERAL PRACTICE,M
PRV000793,ORG0793,220080,HOLY FAMILY HOSPITAL,Delinda651 Krajcik437,GENERAL PRACTICE,F
PRV000794,ORG0794,220024,HOLYOKE MEDICAL CENTER,Maragaret140 Erdman779,GENERAL PRACTICE,F
PRV000795,ORG0795,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,Terrence276 Wintheiser220,GENERAL PRACTICE,M
PRV000796,ORG0796,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",Jacinta658 Wintheiser220,GENERAL PRACTICE,F
PRV000797,ORG0797,220063,LOWELL GENERAL HOSPITAL,Elisa944 Alemán808,GENERAL PRACTICE,F
PRV000798,ORG0798,221300,MARTHA'S VINEYARD HOSPITAL INC,Alta896 Pfannerstill264,GENERAL PRACTICE,F
PRV000799,ORG0799,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,Octavio643 Delatorre612,GENERAL PRACTICE,M
PRV000800,ORG0800,220071,MASSACHUSETTS GENERAL HOSPITAL,Elsa29 Schultz619,GENERAL PRACTICE,F
PRV000801,ORG0801,224007,MCLEAN HOSPITAL CORPORATION,Kraig824 Ledner144,GENERAL PRACTICE,M
PRV000802,ORG0802,220070,MELROSEWAKEFIELD HEALTHCARE,Milda157 Schoen8,GENERAL PRACTICE,F
PRV000803,ORG0803,220066,MERCY MEDICAL CTR,José3 Villareal516,GENERAL PRACTICE,M
PRV000804,ORG0804,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,Enrique929 Saldaña5,GENERAL PRACTICE,M
PRV000805,ORG0805,220175,METROWEST MEDICAL CENTER,Rutha66 Bergstrom287,GENERAL PRACTICE,F
PRV000806,ORG0806,220090,MILFORD REGIONAL MEDICAL CENTER,Christopher407 Fisher429,GENERAL PRACTICE,M
PRV000807,ORG0807,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,Shella455 Reichel38,GENERAL PRACTICE,F
PRV000808,ORG0808,220002,MOUNT AUBURN HOSPITAL,Miguelina323 Crona259,GENERAL PRACTICE,F
PRV000809,ORG0809,220177,NANTUCKET COTTAGE HOSPITAL,Chad48 Weissnat378,GENERAL PRACTICE,M
PRV000810,ORG0810,220098,NASHOBA VALLEY MEDICAL CENTER,Agripina633 Mohr916,GENERAL PRACTICE,F
PRV000811,ORG0811,220088,NEW ENGLAND BAPTIST HOSPITAL,Leonie332 Wunsch504,GENERAL PRACTICE,F
PRV000812,ORG0812,220101,NEWTON-WELLESLEY HOSPITAL,Pearl430 Davis923,GENERAL PRACTICE,F
PRV000813,ORG0813,221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,Dong972 Gibson10,GENERAL PRACTICE,F
PRV000814,ORG0814,220035,NORTH SHORE MEDICAL CENTER -,Greta919 Reinger292,GENERAL PRACTICE,F
PRV000815,ORG0815,22009F,NORTHAMPTON VA MEDICAL CENTER,Carisa395 Kutch271,GENERAL PRACTICE,F
PRV000816,ORG0816,220033,NORTHEAST HOSPITAL CORPORATION,Mercy752 Strosin214,GENERAL PRACTICE,F
PRV000817,ORG0817,220126,NORWOOD HOSPITAL,Jamie386 Krajcik437,GENERAL PRACTICE,M
PRV000818,ORG0818,220020,SAINT ANNE'S HOSPITAL,Mónica985 Montemayor547,GENERAL PRACTICE,F
PRV000819,ORG0819,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,Erich201 Skiles927,GENERAL PRACTICE,M
PRV000820,ORG0820,220100,SOUTH SHORE HOSPITAL,Quinton758 Jaskolski867,GENERAL PRACTICE,M
PRV000821,ORG0821,224041,SOUTHCOAST BEHAVIORAL HEALTH,Jim478 Goyette777,GENERAL PRACTICE,M
PRV000822,ORG0822,220074,SOUTHCOAST HOSPITALS GROUP,Hunter736 Marquardt819,GENERAL PRACTICE,M
PRV000823,ORG0823,220176,ST VINCENT HOSPITAL,Rema399 McDermott739,GENERAL PRACTICE,F
PRV000824,ORG0824,220008,STURDY MEMORIAL HOSPITAL,Lu473 Heathcote539,GENERAL PRACTICE,F
PRV000825,ORG0825,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,Bobbye345 Wuckert783,GENERAL PRACTICE,F
PRV000826,ORG0826,224001,TAUNTON STATE HOSPITAL,Kizzie166 Lehner980,GENERAL PRACTICE,F
PRV000827,ORG0827,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,Teofila990 Koch169,GENERAL PRACTICE,F
PRV000828,ORG0828,220116,TUFTS MEDICAL CENTER,Marcelino726 Hilpert278,GENERAL PRACTICE,M
PRV000829,ORG0829,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,Kory651 Trantow673,GENERAL PRACTICE,M
PRV000830,ORG0830,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,Kamilah729 Schimmel440,GENERAL PRACTICE,F
PRV000831,ORG0831,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,Anderson154 Lemke654,GENERAL PRACTICE,M
PRV000832,ORG0832,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,Londa304 Veum823,GENERAL PRACTICE,F
PRV000833,ORG0833,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,Fawn386 Hettinger594,GENERAL PRACTICE,F
PRV000834,ORG0834,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,Lorenzo669 Castañeda925,GENERAL PRACTICE,M
PRV000835,ORG0835,224038,"WALDEN BEHAVIORAL CARE, LLC",Kim439 Hyatt152,GENERAL PRACTICE,M
PRV000836,ORG0836,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,Bernie827 Ankunding277,GENERAL PRACTICE,M
PRV000837,ORG0837,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,Houston994 Funk324,GENERAL PRACTICE,M
PRV000838,ORG0838,224039,WHITTIER PAVILION,Rocky100 Schmeler639,GENERAL PRACTICE,M
PRV000839,ORG0839,220105,WINCHESTER HOSPITAL,Paris331 Schmeler639,GENERAL PRACTICE,M
