employee_id,candidate_id,request_id,hospital_id,hospital_name,employee_name,email,phone,role,department,employment_type,license_state,license_status,hire_date,assignment_start_date,assignment_end_date,hourly_pay_rate,employment_status
EMP003553,CAN014198,REQ001601,220077,BAYSTATE MEDICAL CENTER,Daniel Gutierrez,crystal27@example.org,747.588.0204,Allied Health Professional,Allied Health,Per Diem,MA,Active,2026-07-31,2025-09-14,2026-03-15,42.21,On Leave
EMP003554,CAN014199,REQ001904,220077,BAYSTATE MEDICAL CENTER,Alexander Jordan,carlywoods@example.org,490-855-9597,Registered Nurse,General Nursing,Travel Contract,MA,Active,2026-07-31,2026-07-18,2026-09-12,41.9,Assignment Completed
EMP003555,CAN014200,REQ000445,224013,ARBOUR HOSPITAL,John Freeman,sanchezsamantha@example.net,+1-678-882-9902x55506,Emergency Room Nurse,Emergency Department,Travel Contract,MA,Active,2026-07-31,2025-12-22,2026-06-22,68.16,Active
EMP003556,CAN014216,REQ001674,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,Shelley Martinez,gutierrezeric@example.org,391.375.8560x0107,Travel Nurse,Travel Nursing,Permanent Placement,MA,Active,2026-07-31,2025-11-27,2026-03-19,87.21,Active
EMP003557,CAN014218,REQ001555,224039,WHITTIER PAVILION,Ashley Gomez,pmathews@example.org,411.204.4774,Emergency Room Nurse,Emergency Department,Permanent Placement,MA,Active,2026-07-31,2025-12-15,2026-03-09,53.66,Active
EMP003558,CAN014221,REQ000237,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,Sara Dickerson,wholmes@example.com,001-894-856-6073,Physician,Medical Services,Per Diem,MA,Active,2026-07-31,2026-07-25,2026-08-22,205.5,Assignment Completed
EMP003559,CAN014224,REQ001584,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,Julie Powell,jefferylewis@example.org,+1-937-439-1870x170,Radiologic Technologist,Radiology,Travel Contract,MA,Active,2026-07-31,2026-06-02,2026-06-30,43.07,On Leave
EMP003560,CAN014227,REQ000358,22009F,NORTHAMPTON VA MEDICAL CENTER,April Wilson,brenda98@example.net,(417)921-2457,Radiologic Technologist,Radiology,Permanent Placement,MA,Active,2026-07-31,2026-06-25,2026-07-23,54.24,Active
EMP003561,CAN014231,REQ000343,220110,BRIGHAM AND WOMEN'S HOSPITAL,Shawn Petersen,djackson@example.com,001-704-987-2540x8650,ICU Nurse,Intensive Care Unit,Travel Contract,MA,Active,2026-07-31,2026-02-13,2026-05-15,76.44,Assignment Completed
EMP003562,CAN014232,REQ000308,220024,HOLYOKE MEDICAL CENTER,Teresa Flowers,wfarrell@example.com,(414)438-7220,Physical Therapist,Rehabilitation,Local Contract,MA,Pending,2026-07-31,2026-04-22,2026-05-20,47.27,Active
EMP003563,CAN014233,REQ000016,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,Laura Larson,hernandezkimberly@example.com,(369)565-5263,Allied Health Professional,Allied Health,Permanent Placement,MA,Active,2026-07-31,2026-05-01,2026-07-31,52.73,Active
EMP003564,CAN014235,REQ001538,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,Rebecca Daniels,morganpeter@example.org,781-589-9183x02807,Physical Therapist,Rehabilitation,Permanent Placement,MA,Active,2026-07-31,2026-06-05,2026-07-03,43.43,Active
EMP003565,CAN014240,REQ001792,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,Melanie Hicks MD,wmullen@example.org,271.732.6225x06869,Allied Health Professional,Allied Health,Local Contract,MA,Active,2026-07-31,2026-06-15,2026-08-10,51.95,Active
EMP003566,CAN014246,REQ000526,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,Christopher Tran,cmcdonald@example.net,+1-734-483-4486x62721,Physical Therapist,Rehabilitation,Per Diem,MA,Active,2026-07-31,2025-09-02,2025-10-28,50.16,Active
EMP003567,CAN014247,REQ000100,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,Paul Simmons,cameron07@example.com,001-239-363-8730x7216,Radiologic Technologist,Radiology,Travel Contract,MA,Pending,2026-07-31,2026-05-23,2026-06-20,51.15,Active
EMP003568,CAN014248,REQ001670,220105,WINCHESTER HOSPITAL,Benjamin Swanson,smithmark@example.org,530-626-7125x37996,Radiologic Technologist,Radiology,Per Diem,MA,Active,2026-07-31,2026-05-16,2026-08-15,41.54,Active
EMP003569,CAN014250,REQ000255,220062,ADCARE HOSPITAL OF WORCESTER INC,Grant Fox,kellyperkins@example.org,001-507-628-9958x8420,Travel Nurse,Travel Nursing,Permanent Placement,MA,Active,2026-07-31,2026-04-13,2026-06-08,64.33,Active
EMP003570,CAN014259,REQ000667,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,Deborah Stevens,jwillis@example.net,(306)690-6599x74946,Physician,Medical Services,Per Diem,MA,Pending,2026-07-31,2026-05-12,2026-08-11,180.01,On Leave
EMP003571,CAN014260,REQ000342,220070,MELROSEWAKEFIELD HEALTHCARE,Gina Jenkins,melissahawkins@example.com,7999265601,Travel Nurse,Travel Nursing,Local Contract,MA,Active,2026-07-31,2025-11-25,2025-12-23,85.01,Active
EMP003572,CAN014262,REQ000686,221300,MARTHA'S VINEYARD HOSPITAL INC,Jeffrey Harris,riverarandall@example.net,877.481.4612,Physician,Medical Services,Permanent Placement,MA,Active,2026-07-31,2025-11-22,2026-02-21,168.64,Active
EMP003573,CAN014264,REQ000618,220063,LOWELL GENERAL HOSPITAL,Lori Miller,vasquezmeghan@example.org,430.432.7390,Physical Therapist,Rehabilitation,Local Contract,MA,Active,2026-07-31,2025-11-08,2026-01-31,64.96,Active
EMP003574,CAN014269,REQ000521,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,Joshua Harrington,ugarcia@example.org,539.691.6434x13170,Laboratory Technician,Laboratory,Per Diem,MA,Active,2026-07-31,2025-10-21,2026-04-21,45.63,Active
EMP003575,CAN014271,REQ001950,220065,BAYSTATE NOBLE HOSPITAL,Jessica Taylor,jeffreyroberts@example.net,001-370-291-8620x399,Emergency Room Nurse,Emergency Department,Local Contract,MA,Active,2026-07-31,2026-06-30,2026-10-20,61.98,Active
EMP003576,CAN014285,REQ001319,220090,MILFORD REGIONAL MEDICAL CENTER,Chad Mcmillan,charleswashington@example.com,+1-610-219-4566x145,Respiratory Therapist,Respiratory Care,Local Contract,MA,Active,2026-07-31,2026-03-21,2026-05-16,55.43,Active
EMP003577,CAN014292,REQ000590,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,Brian Wilson,fphillips@example.org,+1-227-938-4348x461,Physician,Medical Services,Local Contract,MA,Active,2026-07-31,2026-04-08,2026-10-07,198.82,Active
EMP003578,CAN014294,REQ001735,220065,BAYSTATE NOBLE HOSPITAL,Angela Chambers,caroline23@example.com,+1-999-717-5423x5065,ICU Nurse,Intensive Care Unit,Travel Contract,MA,Active,2026-07-31,2025-09-30,2026-01-20,72.95,Active
EMP003579,CAN014298,REQ001520,220074,SOUTHCOAST HOSPITALS GROUP,Samantha Vega,carlosroach@example.org,+1-659-517-0148x8379,Physical Therapist,Rehabilitation,Permanent Placement,MA,Active,2026-07-31,2026-05-05,2026-06-30,53.15,Active
EMP003580,CAN014301,REQ001585,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,Lisa Dunlap,bgallegos@example.net,713-698-8508x1886,Laboratory Technician,Laboratory,Travel Contract,MA,Active,2026-07-31,2026-07-22,2026-10-14,44.14,Assignment Completed
EMP003581,CAN014304,REQ000858,220071,MASSACHUSETTS GENERAL HOSPITAL,Erica Scott,jedwards@example.com,281-759-3358x19693,Physical Therapist,Rehabilitation,Per Diem,MA,Active,2026-07-31,2026-04-05,2026-06-28,46.91,Active
EMP003582,CAN014309,REQ000622,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",Louis Castillo,sarahmadden@example.org,+1-280-773-1234x4229,Registered Nurse,General Nursing,Per Diem,MA,Active,2026-07-31,2026-03-15,2026-06-14,48.15,Active
EMP003583,CAN014310,REQ001364,224013,ARBOUR HOSPITAL,Michael Galloway,obennett@example.net,+1-777-871-4300,Physical Therapist,Rehabilitation,Local Contract,MA,Active,2026-07-31,2026-08-18,2026-11-17,50.25,Active
EMP003584,CAN014313,REQ000001,220015,"COOLEY DICKINSON HOSPITAL INC,THE",Don Mccarthy,bsimon@example.com,824.511.8738x91001,Laboratory Technician,Laboratory,Local Contract,MA,Active,2026-07-31,2025-12-29,2026-03-23,36.05,Active
EMP003585,CAN014318,REQ001208,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,Amy Evans,daniellehayes@example.com,692-821-0883x3530,Emergency Room Nurse,Emergency Department,Local Contract,MA,Active,2026-07-31,2026-03-27,2026-04-24,75.87,On Leave
EMP003586,CAN014322,REQ000270,220030,BAYSTATE WING HOSPITAL,Anthony Rice,fpham@example.org,+1-371-284-2374x13889,Radiologic Technologist,Radiology,Local Contract,MA,Active,2026-07-31,2026-04-30,2026-07-23,39.62,Active
EMP003587,CAN014323,REQ001054,224022,BOURNEWOOD HOSPITAL,Elizabeth Mccormick,lcarr@example.net,493.507.1728x926,Physician,Medical Services,Permanent Placement,MA,Active,2026-07-31,2026-07-14,2027-01-12,195.19,Active
EMP003588,CAN014326,REQ001082,220177,NANTUCKET COTTAGE HOSPITAL,Gregory Collier,sabrinamason@example.org,309.834.5208x1458,Laboratory Technician,Laboratory,Local Contract,MA,Active,2026-07-31,2026-05-27,2026-06-24,42.4,Assignment Completed
EMP003589,CAN014328,REQ001119,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,Christine Lowe,mark63@example.com,891.774.0837x8659,Travel Nurse,Travel Nursing,Local Contract,MA,Active,2026-07-31,2026-02-04,2026-05-06,77.79,Active
EMP003590,CAN014329,REQ000111,221303,ATHOL MEMORIAL HOSPITAL,Brenda Blanchard,ifoster@example.net,(380)459-6009,Radiologic Technologist,Radiology,Local Contract,MA,Pending,2026-07-31,2026-06-08,2026-08-31,61.14,Active
EMP003591,CAN014331,REQ000946,220100,SOUTH SHORE HOSPITAL,Charles Mccoy,jacksonlauren@example.net,(848)635-9188,Allied Health Professional,Allied Health,Local Contract,MA,Active,2026-07-31,2025-12-25,2026-01-22,56.17,Active
EMP003592,CAN014338,REQ001404,220084,EMERSON HOSPITAL -,Richard Simon,torresjake@example.net,502.971.8607x239,ICU Nurse,Intensive Care Unit,Per Diem,MA,Active,2026-07-31,2026-03-02,2026-05-25,70.13,Active
EMP003593,CAN014344,REQ001772,224018,ARBOUR HUMAN RESOURCE INSTITUTE,Kari Silva,brentanderson@example.net,305.562.7596,Physical Therapist,Rehabilitation,Per Diem,MA,Active,2026-07-31,2026-08-14,2026-11-06,43.39,Assignment Completed
EMP003594,CAN014349,REQ001811,220116,TUFTS MEDICAL CENTER,Sabrina Perez,adam09@example.net,558.449.4404x4260,Travel Nurse,Travel Nursing,Local Contract,MA,Active,2026-07-31,2026-04-11,2026-08-01,86.0,Active
EMP003595,CAN014350,REQ000842,224038,"WALDEN BEHAVIORAL CARE, LLC",Tracy Moore,penakyle@example.net,427.852.7109,Respiratory Therapist,Respiratory Care,Permanent Placement,MA,Active,2026-07-31,2025-11-25,2025-12-23,61.95,Active
EMP003596,CAN014354,REQ001072,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,Roger Lane,hward@example.org,366.861.5577x408,Radiologic Technologist,Radiology,Travel Contract,MA,Active,2026-07-31,2025-12-07,2026-03-29,57.91,Active
EMP003597,CAN014362,REQ000110,220080,HOLY FAMILY HOSPITAL,Amanda Ayala,amyvaughn@example.com,9884460825,ICU Nurse,Intensive Care Unit,Permanent Placement,MA,Active,2026-07-31,2026-07-09,2026-10-29,75.93,Active
EMP003598,CAN014363,REQ000188,224001,TAUNTON STATE HOSPITAL,Christopher Serrano,shepherdstacey@example.org,+1-571-648-2933,Emergency Room Nurse,Emergency Department,Local Contract,MA,Active,2026-07-31,2026-07-30,2026-08-27,74.57,Active
EMP003599,CAN014365,REQ001387,224013,ARBOUR HOSPITAL,Thomas Ryan,fulleredward@example.org,919-509-9959,Radiologic Technologist,Radiology,Per Diem,MA,Expired,2026-07-31,2026-03-06,2026-05-29,60.82,On Leave
EMP003600,CAN014375,REQ001534,220176,ST VINCENT HOSPITAL,Christopher Mclean,brandi67@example.net,+1-737-552-2968x483,Laboratory Technician,Laboratory,Per Diem,MA,Active,2026-07-31,2025-12-15,2026-06-15,33.73,Active
EMP003601,CAN014392,REQ000868,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,Peggy Cummings,ricemichael@example.com,001-842-271-4858x16792,Physician,Medical Services,Local Contract,MA,Expired,2026-07-31,2025-09-28,2025-10-26,154.52,Active
EMP003602,CAN014395,REQ000890,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,Dawn Brown,ihoward@example.org,001-895-832-2384x02755,Respiratory Therapist,Respiratory Care,Local Contract,MA,Active,2026-07-31,2025-10-20,2026-01-12,64.96,Assignment Completed
EMP003603,CAN014405,REQ000709,220088,NEW ENGLAND BAPTIST HOSPITAL,Jenny Sheppard,mitchellholloway@example.net,304.939.1790x0624,ICU Nurse,Intensive Care Unit,Local Contract,MA,Active,2026-07-31,2025-09-29,2025-12-22,58.65,Active
EMP003604,CAN014406,REQ000319,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,Kayla White,destinywilson@example.net,(989)526-4210x996,Physician,Medical Services,Local Contract,MA,Active,2026-07-31,2026-01-29,2026-07-30,133.6,Active
EMP003605,CAN014412,REQ000677,220095,HEYWOOD HOSPITAL -,Karen Lee,valenzuelajohn@example.org,522-375-3530x4699,Radiologic Technologist,Radiology,Per Diem,MA,Active,2026-07-31,2026-03-21,2026-07-11,38.32,Active
EMP003606,CAN014414,REQ000316,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,John Simpson,laurenturner@example.org,593.503.9925,Physical Therapist,Rehabilitation,Per Diem,MA,Active,2026-07-31,2025-10-04,2026-01-24,64.94,Active
EMP003607,CAN014418,REQ001872,220095,HEYWOOD HOSPITAL -,Gina Griffin,whitakermartin@example.com,985.296.5758x01432,Radiologic Technologist,Radiology,Travel Contract,MA,Active,2026-07-31,2026-01-10,2026-07-11,36.13,Active
EMP003608,CAN014419,REQ001573,220065,BAYSTATE NOBLE HOSPITAL,Ryan Ray,hannah46@example.net,444-913-8732x07529,Emergency Room Nurse,Emergency Department,Travel Contract,MA,Active,2026-07-31,2026-05-01,2026-05-29,72.98,Active
EMP003609,CAN014420,REQ001891,220111,GOOD SAMARITAN MEDICAL CENTER,Robert Wall,tdavis@example.org,(773)300-2037x6488,Allied Health Professional,Allied Health,Per Diem,MA,Active,2026-07-31,2026-04-28,2026-10-27,68.9,Assignment Completed
EMP003610,CAN014437,REQ001892,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,Tonya Merritt,thompsonjason@example.com,001-616-580-7927x15150,Physician,Medical Services,Permanent Placement,MA,Active,2026-07-31,2026-07-20,2026-09-14,145.46,Active
EMP003611,CAN014445,REQ000143,224039,WHITTIER PAVILION,Miss Lisa Garrett,aliciabush@example.com,379-401-8073,Emergency Room Nurse,Emergency Department,Local Contract,MA,Pending,2026-07-31,2026-03-13,2026-05-08,67.45,Active
EMP003612,CAN014455,REQ000041,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,William Gregory,deborah93@example.net,+1-869-527-7828x138,Emergency Room Nurse,Emergency Department,Per Diem,MA,Active,2026-07-31,2025-11-27,2026-05-28,68.13,Active
EMP003613,CAN014458,REQ001454,223302,BOSTON CHILDREN'S HOSPITAL,Ana Rivers,munoztonya@example.net,864-594-8946x6533,Radiologic Technologist,Radiology,Local Contract,MA,Active,2026-07-31,2026-07-20,2026-10-19,36.51,Assignment Completed
EMP003614,CAN014464,REQ001368,224018,ARBOUR HUMAN RESOURCE INSTITUTE,Sabrina Garza,jonesstephanie@example.net,286-606-4910x56380,Radiologic Technologist,Radiology,Per Diem,MA,Active,2026-07-31,2026-01-28,2026-02-25,53.92,Assignment Completed
EMP003615,CAN014469,REQ001362,224022,BOURNEWOOD HOSPITAL,Justin Wilson,gordoncarl@example.org,401-938-2593,Emergency Room Nurse,Emergency Department,Local Contract,MA,Active,2026-07-31,2026-03-15,2026-07-05,55.16,Active
EMP003616,CAN014471,REQ000816,220036,BOSTON MEDICAL CENTER-BRIGHTON,Ryan Smith,johnherrera@example.com,(939)967-3117,Radiologic Technologist,Radiology,Per Diem,MA,Active,2026-07-31,2025-10-04,2026-01-24,53.84,Active
EMP003617,CAN014482,REQ001309,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,Jodi Chang MD,wthompson@example.org,3674625682,Respiratory Therapist,Respiratory Care,Per Diem,MA,Active,2026-07-31,2026-07-31,2026-10-30,57.78,Assignment Completed
EMP003618,CAN014484,REQ000008,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,Brandon Freeman,oshea@example.org,782.503.2757x953,Emergency Room Nurse,Emergency Department,Permanent Placement,MA,Active,2026-07-31,2026-03-08,2026-05-03,51.65,Active
EMP003619,CAN014485,REQ001416,221302,FAIRVIEW HOSPITAL,James Brown,latashaallen@example.net,469.879.5612,ICU Nurse,Intensive Care Unit,Travel Contract,MA,Active,2026-07-31,2026-06-25,2026-07-23,53.07,Active
EMP003620,CAN014492,REQ001541,220030,BAYSTATE WING HOSPITAL,Eric Flores,cparker@example.org,(520)389-1182x54962,Laboratory Technician,Laboratory,Per Diem,MA,Active,2026-07-31,2026-02-14,2026-05-16,46.81,Assignment Completed
EMP003621,CAN014494,REQ001703,220016,BAYSTATE FRANKLIN MEDICAL CENTER,Christina Rogers,aaron51@example.org,+1-551-210-5374,Laboratory Technician,Laboratory,Per Diem,MA,Active,2026-07-31,2025-11-23,2025-12-21,39.23,Active
EMP003622,CAN014495,REQ000273,220063,LOWELL GENERAL HOSPITAL,David Norris,sharon78@example.com,284-368-2761,Physician,Medical Services,Travel Contract,MA,Expired,2026-07-31,2025-10-22,2026-01-14,132.9,Active
EMP003623,CAN014500,REQ000507,220175,METROWEST MEDICAL CENTER,Anthony Gutierrez,gonzalezjeffrey@example.com,629-558-8414x764,Allied Health Professional,Allied Health,Travel Contract,MA,Active,2026-07-31,2026-04-02,2026-07-23,39.62,Assignment Completed
EMP003624,CAN014502,REQ001227,220020,SAINT ANNE'S HOSPITAL,Samuel Moore,daniel59@example.net,535-470-9334,Emergency Room Nurse,Emergency Department,Per Diem,MA,Active,2026-07-31,2026-05-06,2026-06-03,77.39,Active
EMP003625,CAN014507,REQ001830,220024,HOLYOKE MEDICAL CENTER,Alicia Leach,williamsryan@example.org,676-809-1497x60620,Travel Nurse,Travel Nursing,Permanent Placement,MA,Pending,2026-07-31,2026-07-13,2026-11-02,82.67,Active
EMP003626,CAN014510,REQ000202,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,Crystal Haas,yangmathew@example.com,001-229-286-0683x54849,Respiratory Therapist,Respiratory Care,Permanent Placement,MA,Active,2026-07-31,2026-01-15,2026-03-12,63.32,Active
EMP003627,CAN014515,REQ000302,220065,BAYSTATE NOBLE HOSPITAL,Brian Deleon,michael63@example.com,325-977-1214,Allied Health Professional,Allied Health,Permanent Placement,MA,Active,2026-07-31,2025-12-23,2026-06-23,39.79,Active
EMP003628,CAN014517,REQ001126,220024,HOLYOKE MEDICAL CENTER,Jennifer Nelson,davismark@example.com,+1-795-543-8459,Radiologic Technologist,Radiology,Permanent Placement,MA,Active,2026-07-31,2026-05-10,2026-08-30,53.53,Active
EMP003629,CAN014523,REQ000967,220066,MERCY MEDICAL CTR,Sean Charles,nblack@example.net,675-314-0333,Physical Therapist,Rehabilitation,Permanent Placement,MA,Active,2026-07-31,2026-03-18,2026-09-16,50.38,Assignment Completed
EMP003630,CAN014526,REQ001670,220105,WINCHESTER HOSPITAL,Katie Walker,grayelizabeth@example.net,615-268-6607,Radiologic Technologist,Radiology,Per Diem,MA,Active,2026-07-31,2026-05-16,2026-08-15,39.45,Assignment Completed
EMP003631,CAN014529,REQ001855,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,Veronica Mcknight,nathanielreid@example.net,279-660-3526x93816,Allied Health Professional,Allied Health,Travel Contract,MA,Active,2026-07-31,2025-08-25,2025-10-20,58.52,Active
EMP003632,CAN014532,REQ000692,22009F,NORTHAMPTON VA MEDICAL CENTER,James Hoover,barneskristina@example.net,(908)993-7935,ICU Nurse,Intensive Care Unit,Permanent Placement,MA,Active,2026-07-31,2025-09-12,2025-11-07,54.2,Active
EMP003633,CAN014536,REQ001620,224038,"WALDEN BEHAVIORAL CARE, LLC",Antonio Garcia DDS,corey77@example.org,775.799.9118x24603,ICU Nurse,Intensive Care Unit,Travel Contract,MA,Active,2026-07-31,2025-09-10,2026-03-11,63.96,Active
EMP003634,CAN014538,REQ001101,220066,MERCY MEDICAL CTR,Michael Blanchard,wongsergio@example.com,+1-934-541-1538,Allied Health Professional,Allied Health,Travel Contract,MA,Active,2026-07-31,2026-03-27,2026-06-26,46.5,Active
EMP003635,CAN014543,REQ001786,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,Jordan Koch,gcurry@example.com,(580)348-9871,Laboratory Technician,Laboratory,Per Diem,MA,Active,2026-07-31,2026-02-06,2026-05-01,43.52,Active
EMP003636,CAN014544,REQ001922,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,Brandy Henderson,bellryan@example.com,3566330814,Respiratory Therapist,Respiratory Care,Permanent Placement,MA,Active,2026-07-31,2025-11-30,2026-05-31,57.35,Active
EMP003637,CAN014547,REQ001402,224018,ARBOUR HUMAN RESOURCE INSTITUTE,Kelly Stewart,martinezmaria@example.net,+1-941-211-5437x71253,Respiratory Therapist,Respiratory Care,Travel Contract,MA,Active,2026-07-31,2026-07-24,2026-10-23,62.71,Active
EMP003638,CAN014548,REQ001629,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,David Short,gooddavid@example.com,(420)592-5102x910,Emergency Room Nurse,Emergency Department,Travel Contract,MA,Active,2026-07-31,2026-09-03,2026-12-24,63.49,Active
EMP003639,CAN014551,REQ000631,220105,WINCHESTER HOSPITAL,Travis Booth,udavenport@example.org,001-326-763-9246x67918,Travel Nurse,Travel Nursing,Per Diem,MA,Active,2026-07-31,2025-08-29,2025-11-21,84.31,Active
EMP003640,CAN014555,REQ001120,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,Thomas Gonzalez,gabrielsmith@example.org,(361)900-1206,Radiologic Technologist,Radiology,Per Diem,MA,Active,2026-07-31,2026-04-17,2026-07-10,61.8,Active
EMP003641,CAN014556,REQ000772,220100,SOUTH SHORE HOSPITAL,Bryan Bowen,vickisaunders@example.net,6554687967,Emergency Room Nurse,Emergency Department,Local Contract,MA,Active,2026-07-31,2026-05-29,2026-11-27,51.42,Active
EMP003642,CAN014560,REQ001237,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",Christina Greer,ojackson@example.org,001-865-298-7117,Radiologic Technologist,Radiology,Permanent Placement,MA,Active,2026-07-31,2025-10-15,2026-01-14,46.76,Assignment Completed
EMP003643,CAN014561,REQ000921,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,Kimberly Johnson,troy61@example.org,(612)631-5091x540,ICU Nurse,Intensive Care Unit,Per Diem,MA,Pending,2026-07-31,2026-03-27,2026-06-19,59.11,Active
EMP003644,CAN014569,REQ000797,220126,NORWOOD HOSPITAL,Marcus Smith,xnelson@example.org,7849610258,Physical Therapist,Rehabilitation,Permanent Placement,MA,Active,2026-07-31,2025-09-20,2026-01-10,59.95,Assignment Completed
EMP003645,CAN014570,REQ000130,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,James Ward,amiller@example.org,(688)762-5943,Allied Health Professional,Allied Health,Local Contract,MA,Active,2026-07-31,2025-10-17,2026-01-09,42.23,Active
EMP003646,CAN014572,REQ000522,220008,STURDY MEMORIAL HOSPITAL,Timothy Schultz,kingjessica@example.com,+1-234-253-0773x2996,Physical Therapist,Rehabilitation,Permanent Placement,MA,Active,2026-07-31,2026-07-15,2026-09-09,57.89,Active
EMP003647,CAN014575,REQ000153,220035,NORTH SHORE MEDICAL CENTER -,James Farmer,hopkinsshane@example.org,001-741-659-8039x68485,Travel Nurse,Travel Nursing,Permanent Placement,MA,Pending,2026-07-31,2025-10-25,2025-11-22,76.73,Active
EMP003648,CAN014576,REQ000364,220071,MASSACHUSETTS GENERAL HOSPITAL,Richard Reyes,justin68@example.com,408.700.0153x24807,ICU Nurse,Intensive Care Unit,Travel Contract,MA,Active,2026-07-31,2026-03-10,2026-09-08,80.66,Active
EMP003649,CAN014584,REQ001333,220015,"COOLEY DICKINSON HOSPITAL INC,THE",Sonia Harmon,znorton@example.com,+1-283-373-5740x6591,ICU Nurse,Intensive Care Unit,Travel Contract,MA,Active,2026-07-31,2026-04-10,2026-06-05,50.29,Active
EMP003650,CAN014585,REQ000476,220070,MELROSEWAKEFIELD HEALTHCARE,Stacy Anderson,matthewandrews@example.org,(329)798-5216x8647,Allied Health Professional,Allied Health,Per Diem,MA,Pending,2026-07-31,2026-06-05,2026-08-28,57.44,Active
EMP003651,CAN014588,REQ000369,224007,MCLEAN HOSPITAL CORPORATION,Joshua Gibson,xbrewer@example.com,(860)295-3176,Emergency Room Nurse,Emergency Department,Travel Contract,MA,Active,2026-07-31,2026-08-17,2026-12-07,48.28,Active
EMP003652,CAN014592,REQ001324,221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,Eric Bradley,nathaniel05@example.net,(606)587-8930x22136,Emergency Room Nurse,Emergency Department,Travel Contract,MA,Active,2026-07-31,2026-05-03,2026-08-02,58.42,Assignment Completed
EMP003653,CAN014593,REQ000247,220074,SOUTHCOAST HOSPITALS GROUP,Dr. Michelle Ray DVM,richardsonmichael@example.com,(831)461-7570x81893,ICU Nurse,Intensive Care Unit,Local Contract,MA,Active,2026-07-31,2025-11-11,2025-12-09,76.45,Active
EMP003654,CAN014604,REQ001218,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,Monica Dixon,libenjamin@example.net,+1-698-945-5097x5420,Laboratory Technician,Laboratory,Permanent Placement,MA,Active,2026-07-31,2025-11-15,2026-05-16,41.62,Active
EMP003655,CAN014618,REQ000616,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",Patrick Hahn,darrenjohnson@example.com,307-474-9273x3239,Emergency Room Nurse,Emergency Department,Travel Contract,MA,Active,2026-07-31,2026-01-02,2026-04-03,79.36,Assignment Completed
EMP003656,CAN014624,REQ001676,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,Sandra Arnold,maria68@example.com,(790)207-3483,Physician,Medical Services,Permanent Placement,MA,Active,2026-07-31,2025-09-23,2025-12-16,139.02,Active
EMP003657,CAN014626,REQ000744,220126,NORWOOD HOSPITAL,Lauren Davis,jacquelinegilbert@example.net,6604183550,Travel Nurse,Travel Nursing,Permanent Placement,MA,Pending,2026-07-31,2026-03-28,2026-06-20,57.28,Active
EMP003658,CAN014628,REQ001061,224041,SOUTHCOAST BEHAVIORAL HEALTH,Holly Henry,ramirezrenee@example.com,581.381.5715x6984,Travel Nurse,Travel Nursing,Local Contract,MA,Active,2026-07-31,2026-03-07,2026-06-06,75.67,Active
EMP003659,CAN014631,REQ000376,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,Elizabeth Smith,wangabigail@example.org,622-496-6017,Physician,Medical Services,Travel Contract,MA,Active,2026-07-31,2025-08-31,2025-11-30,144.33,On Leave
